idDiffusion	idLog	idAbonne
3059164	115211366	1307481
3059168	115211406	12968000
3059168	115211407	13304976
3059168	115211408	2072924318
3059168	115211411	2194384
3059168	115211414	491627
3059168	115211415	491627
3059168	115211422	491627
3059168	115211425	12953223
3059167	115211474	518726
3059167	115211480	1652842
1461603	115211487	1652842
3059168	115211489	1652842
3059168	115211490	1652842
3059168	115211502	1462745
3059167	115211506	995336
1461603	115211520	1008497
3059168	115211528	12953080
3059167	115211529	1008497
3059170	115211530	1008497
3059167	115211531	12889741
3059165	115211532	1008497
1462004	115211533	1008497
3059164	115211535	1008497
1458601	115211536	1008497
3059162	115211538	1008497
3059162	115211539	1008497
3059162	115211540	1008497
3059162	115211541	1008497
1461603	115211545	655470
1461603	115211563	12953223
3059167	115211564	12953223
3059170	115211565	12953223
3059168	115211592	1722478507
3059168	115211593	1722478507
3059168	115211596	2073596641
3059167	115211613	13312146
3059168	115211631	3022838
3059170	115211656	2072906611
3059168	115211657	607395
3059168	115211658	607395
1461603	115211659	607395
3059168	115211660	607395
3059168	115211661	1586103759
1461603	115211666	1586103759
3059168	115211669	1902655
3059168	115211670	1902655
3059168	115178409	1723702
1461603	115178410	1723702
1461603	115178412	2072913108
3059165	115178416	1319700
3059164	115178427	1319700
3059168	115178431	1244997722
1461603	115178443	1308969
3059167	115178481	13342083
3059168	115178497	1081487
3059168	115178498	799954
1461603	115178500	1081487
3059168	115178503	828649
1461603	115178504	828649
3059168	115178552	454949
3059162	115178554	1486433
3059168	115178575	1612509104
1462004	115178578	13183121
3059168	115178579	1137078
3059168	115178586	67781478
3059168	115178587	1498059
3059170	115178593	816350377
3059165	115178605	13183121
3059168	115178608	840296003
3059170	115178609	13183121
3059167	115178611	13183121
3059168	115178612	12969490
3059168	115178614	1615901680
1461603	115178615	1615901680
3059167	115178617	12969490
3059167	115178618	1615901680
1461603	115178620	12969490
3059167	115178623	816350377
3059162	115598340	1625968
3059165	115598342	1625968
3059165	115598354	1625968
3059165	115598355	1625968
3059168	115598379	1774382
1462004	115598440	1822511
1462004	114618544	2215794
1462004	114618546	1677160472
1462004	114618547	2723290
1462004	114618548	420903
1462004	114618549	1468892
1462004	114618550	2072903692
1462004	114618551	1054294
1462004	114618552	1698997
1462004	114618553	2316077
1462004	114618554	464356
1462004	114618555	2860247
1462004	114618556	668729582
1462004	114618557	102681935
3059164	114618558	589946007
1462004	114618559	13335859
1462004	114618560	784071
1462004	114618561	1060287
1462004	114618562	720884
1462004	114618564	1092274
1462004	114618565	1331784
1462004	114618566	2178677
1462004	114618567	2227084
1462004	114618568	3032406
1462004	114618569	2723290
1462004	114618570	1344980270
1462004	114618572	1063045
1462004	114618573	43933
1462004	114618575	439614
3059164	114618576	1966330
3059164	114618578	1360142
1462004	114618592	1393906
1462004	114618593	2062301791
1462004	114618594	13155219
1462004	114618595	1639721910
1462004	114618596	1614765
1462004	114618598	1027398237
1462004	114618599	2062301791
1462004	114618600	447140
1462004	114618602	1426897
1462004	114618603	668730639
1462004	114618604	379720179
1462004	114618606	810195383
1462004	114618607	1581990122
1462004	114618608	351079821
1462004	114618609	13155219
1462004	114618610	389948
1462004	114618611	1187196014
1462004	114618612	2078418760
1462004	114618614	2321837
1462004	114618615	1534594
1462004	114618617	2153330
1462004	114618618	1116816
1462004	114618620	1074697
1462004	114618623	2370334
1462004	114618624	518142107
1462004	114618625	1845103
1462004	114618626	2070518642
1462004	114618628	1004106
1462004	114618629	2701912
1462004	114618630	1968416
3059164	114618631	2076468
1462004	114618632	1939475
3059162	114618633	160507344
1462004	114618635	360275
1462004	114618637	3011239
1462004	114618639	1207998
1462004	114618640	1948138578
1462004	114618641	1422460
1462004	114618642	2494199
1462004	114618643	1889129
1462004	114618644	13282770
1458601	114618645	2076468
1462004	114618646	1204219
1462004	114618647	1432856
1462004	114618648	986949975
1462004	114618649	769942
3059162	114618650	1887001
1462004	114618651	1813783
1462004	114618652	2654333
1462004	114618653	13340122
1462004	114618654	3023643
1462004	114618655	168246648
1462004	114618657	13228611
1462004	114618658	201964961
3059164	114618659	13043825
3059164	114618660	769942
1462004	114618661	986818
1462004	114618662	1895215
1462004	114618663	2474019
1462004	114618664	1980104699
1462004	114618665	1599474
1462004	114618666	950789
1462004	114618667	912142435
1462004	114618668	3017521
1458601	114618669	13043825
1462004	114618670	1119794101
1462004	114618671	827958716
1462004	114618672	852752369
1462004	114618673	2680558
1462004	114618674	1711044
1462004	114618675	1102198869
1462004	114618676	1544854984
1462004	114618677	1177986
1462004	114618678	683966
1462004	114618679	532958309
1462004	114618681	294129027
1462004	114618682	782385179
1462004	114618683	1006653
1462004	114618684	13265617
1462004	114618685	1161459354
1462004	114618686	1360142
1462004	114618687	13351009
3059168	115168015	1455296480
3059168	115168019	13256254
3059164	115168031	3035679
1458601	115168046	3035679
3059167	115168051	1725551
3059168	115168052	908525
3059168	115168054	1242153
1461603	115168061	345344655
1461603	115168066	1725551
3059168	115168068	1725551
1462004	115168073	1721682832
3059168	115178522	2076759457
3059168	115178524	1244997722
3059168	115178529	1525170419
1461603	115178530	13302976
3059168	115178531	1214695246
3059168	115178532	12972063
3059170	115178533	1578601580
1462004	114618689	574661
1462004	114618690	1762898
3059164	114618691	1102198869
1462004	114618692	1684654
1462004	114618693	1355328
1462004	114618696	2741143
1462004	114618697	13227280
1462004	114618698	1544854498
1462004	114618699	884181843
1462004	114618701	1331765
1462004	114618702	1560993
1462004	114618703	960832
1462004	114618704	1903270
1462004	114618705	1241402
3059162	114618706	13043825
1462004	114618708	862104935
1458601	114618710	1102198869
1462004	114618712	784071
1462004	114618714	2226449
1462004	114618715	727485
1462004	114618717	1709277
1462004	114618718	2363507
1462004	114618721	2353424
1462004	114618722	953358
1462004	114618723	759883
1462004	114618724	765438
1462004	114618725	1173279
1462004	114618726	1187195981
3059162	114618727	2076468
1462004	114618728	400665
1462004	114618729	858983979
1462004	114618730	357082
1462004	114618731	518398013
1462004	114618732	3035672
1462004	114618733	1776852
1462004	114618734	2251456
1462004	114618735	1636411
1462004	114618737	13276201
1462004	114618738	475983
1462004	114618740	13020502
1462004	114618742	435338078
3059164	114618744	3015321
1462004	114618745	3015321
1462004	114618746	3025548
1462004	114618748	2798641
1462004	114618749	13158960
1462004	114618750	1639722198
1462004	114618751	40115
1462004	114618752	461382
1462004	114618755	479807307
1462004	114618756	1167351
1462004	114618757	1824171
1462004	114618758	1440709
1462004	114618759	12907809
1462004	114618760	1392778660
1462004	114618761	1101731000
1462004	114618762	849628015
3059164	114618763	12932950
1462004	114618764	953009158
1462004	114618765	987341582
1462004	114618767	1017858597
1462004	114618770	1219604
1462004	114618772	1677664
1462004	114618773	2779043
3059164	114618775	1722263752
1462004	114618777	2030286787
1462004	114618779	951551
1462004	114618780	1624530
1462004	114618782	2130920
1462004	114618783	1912895
1462004	114618784	1519270
1462004	114618785	512591
1462004	114618786	1690334
3059164	114618787	13145943
1462004	114618791	825255096
1462004	114618792	394298
1462004	114618794	2012430
1458601	114618795	12932950
1462004	114618796	475144
1462004	114618797	1821721842
3059164	114618799	1214695133
1462004	114618800	1335986145
1462004	114618803	532958210
1462004	114618804	13322856
1462004	114618805	1278022
1462004	114618806	998137
1462004	114618807	512155
1462004	114618809	444091
1462004	114618810	365108
1462004	114618811	2340060
1461603	115260732	552473
3059167	115260736	552473
3059168	115260737	1598911882
3059170	115260747	552473
3059165	115260750	552473
1461603	115260751	1598911882
3059168	115260752	13153014
3059170	115260776	1428945614
1462004	115260778	1428945614
3059164	115260779	1428945614
3059168	115260780	1098578774
3059168	115260781	2051472146
3059168	115260782	2796043
1462004	115260783	1098578774
3059168	115260784	706993
3059170	115260789	1098578774
3059168	115260791	1585735
1461603	115260808	1098578774
3059165	115260812	2796043
3059165	115260813	13106541
3059164	115260814	13018173
3059170	115260815	2075771
3059167	115260829	2075771
3059168	115260830	418513
1461603	115260833	2075771
3059168	115260848	1731990097
3059170	115260851	13106541
3059168	115260853	2075771
3059167	115260861	13106541
3059165	115260863	1731990097
3059165	115260864	2307912
3059168	115260867	1416181
1462004	115260868	2307912
3059165	115260874	1731990097
3059168	115260884	1277446577
3059165	115260904	3034882
3059168	115260913	952826
3059168	115260923	1387734
3059168	115260933	354343
3059168	115260939	1043159921
3059168	115260953	2153629
1461603	115260957	2051472146
3059168	115260958	3024373
3059165	115260964	13158115
3059164	115260969	13158115
3059162	115260972	13158115
3059168	115260974	1762942571
3059168	115260975	1499259
3059170	115260992	3039765
3059167	115260998	3039765
3059167	115261002	1776346
3059167	115261003	439931
3059168	115261010	13089465
1462004	114618929	500144
1462004	114618930	2691707
1462004	114618931	3032983
1462004	114618932	1096993
1462004	114618933	349405
1462004	114618934	417823
1458601	114618935	1572723
1462004	114618936	773598397
1462004	114618937	943550229
1462004	114618938	2723290
1462004	114618939	1822326674
1462004	114618940	3025663
1462004	114618941	791634285
1462004	114618942	13322960
1462004	114618944	1484911366
1462004	114618945	1548420715
1462004	114618946	1494499
1462004	114618947	2345097
1462004	114618948	2895015
1462004	114618949	1504913942
1462004	114618950	922290610
1462004	114618951	2841974
1462004	114618952	401427
1462004	114618953	1783185
1462004	114618954	715376
1462004	114618955	1027398720
1462004	114618957	1608492
1462004	114618958	1238890
1462004	114618959	2633938
1462004	114618961	816770
1462004	114618962	3005816
3059164	114618977	1388109
1462004	114618978	3015095
1462004	114618979	1164929
1462004	114618980	1521826
1462004	114618982	1438360
1462004	114618983	801493589
1462004	114618984	1690837910
1462004	114618986	902728172
1462004	114618987	1348228462
1462004	114618989	859377208
1462004	114618991	1476285
1462004	114618992	1498146941
1462004	114618993	1926765
1462004	114618994	804441
1462004	114618995	2073482882
1462004	114618996	1694913643
1462004	114618998	946699817
1462004	114619001	2798641
1462004	114619003	1797513
1462004	114619004	865222783
1462004	114619005	1498147380
1462004	114619006	84166677
1462004	114619008	2049004
1462004	114619009	2355337
1462004	114619010	843427436
1462004	114619012	1044859
1462004	114619013	1271325
1462004	114619014	1548223689
1462004	114619016	2749628
1462004	114619017	246728455
1462004	114619018	1214695233
1462004	114619019	2027324
1462004	114619021	1663518699
1462004	114619024	1811326103
1462004	114619026	1585499595
1462004	114619027	41492
1462004	114619029	3027229
1462004	114619030	2072914543
1462004	114619032	464218
1462004	114619034	1351515168
1458601	114619035	1599474
1462004	114619036	1161302
1462004	114619038	1892333968
1462004	114619039	13164612
1462004	114619040	1021034036
1462004	114619042	1511707843
1462004	114619043	2296890
1462004	114619045	1595515627
1462004	114619047	1852346
1462004	114619048	2706011
1462004	114619049	1780195000
1462004	114619050	797852710
1462004	114619051	751629483
1462004	114619052	574834525
1462004	114619053	384147
1462004	114619054	2111781
1462004	114619055	986949379
1462004	114619056	1118996
1462004	114619058	431558
1462004	114619059	1043679
1462004	114619060	2073593002
1462004	114619061	462769
1462004	114619062	1815614
1462004	114619063	1596140
1462004	114619065	772118
1462004	114619066	2008668
3059164	114619067	975147285
3059164	114619068	915281545
1462004	114619069	395087
1462004	114619070	1939675
1462004	114619071	1163573
3059168	115294978	3022083
1462004	114618580	837195536
1462004	114618581	822354
1462004	114618582	1432856
1462004	114618583	1565108971
1462004	114618584	1686676
1462004	114618586	3011117
1462004	114618587	13227280
1462004	114618588	1150129
3059162	114618964	2055096497
1462004	114618965	408771790
1462004	114618967	1798023877
1462004	114618968	2008548019
1462004	114618969	1825590101
1462004	114618972	1615901081
1462004	114618973	1624228
1462004	114618974	1008206449
1462004	114618975	1842552578
3059164	115214423	1910780
3059168	115214488	1592123583
3059162	115214489	1592123583
1458601	115214490	1592123583
3059165	115214491	1592123583
3059167	115214507	1592123583
3059170	115214514	1592123583
3059168	115214515	12985442
1461603	115214527	918420800
3059167	115214550	1592123583
3059170	115214562	1592123583
1461603	115214570	858983595
3059165	115214571	858983595
3059168	115214572	11833
1461603	115214573	1514763846
3059165	115214574	1514763846
3059168	115214575	858983595
3059167	115214576	1514763846
3059168	115214577	1514763846
1462004	115214578	1514763846
3059167	115214582	1165294858
3059170	115214591	1165294858
3059168	115214593	1082695128
3059170	115214596	1839752525
3059170	115214634	13188273
3059164	115214649	1165294858
3059162	115214653	1165294858
3059168	115214672	2073817481
3059165	115214673	1070081187
3059162	115214679	1165294858
3059168	115214726	2073817481
1461603	115214728	2073817481
3059165	115214729	1955468338
1462004	115214731	1955468338
3059168	115214732	485974
1461603	115214733	485974
3059164	115214801	1425205
1458601	115214822	983828896
3059168	115214823	728701
3059168	115214824	1399516
3059170	115214890	883987829
3059168	115214901	2070489515
3059168	115214902	1797565849
3059170	115214945	883987829
3059164	115214946	13247824
3059170	115214947	2261372
3059168	115214978	1739956
3059168	115215019	1721683181
3059167	115215020	890129
3059168	115215031	1170919
3059168	115215034	12892558
3059168	115215119	13153014
3059168	115215140	1167123
3059167	115215161	1025695
3059165	115215163	12962306
3059164	115215164	12962306
3059162	115215165	12962306
3059168	115215176	647424846
1461603	115215177	647424846
3059167	115215178	647424846
3059167	115215179	1664210
3059170	115215180	647424846
3059168	115215188	1062983
3059168	115215239	1866732
3059168	115215255	1441460
3059168	115215282	1895914
1461603	115215307	12985442
3059170	115215309	978141896
3059162	115215319	2117305536
3059168	115215351	23793
3059167	115215395	1550842
3059167	115606561	1102082
3059170	115606575	1102082
3059165	115606621	1102082
3059170	115610792	13012621
3059168	115610896	352282
3059168	115613805	3044336
3059168	115613899	2047026
3059162	115334969	1616245419
3059164	115335004	44090
3059168	115335006	1955283239
3059168	115335029	2331780
3059168	115262765	12904388
3059168	115262766	1080201
3059168	115262767	1642992
3059168	115295074	13163486
3059168	115295080	13264959
3059168	115295095	1104054
3059168	115295127	611538
3059165	115295129	2027540
1462004	115295132	2027540
1461603	115295194	2015652238
1462004	114619205	425349
1462004	114619206	2148735
1462004	114619207	950965
3059162	114619208	13125354
1462004	114619209	1911046
3059164	114619233	1409235279
1462004	114619234	464969549
1462004	114619235	881274
1462004	114619236	13133602
1462004	114619237	1942716
3059162	114619238	1927532
1462004	114619239	950490
3059164	114619240	1650670
1462004	114619241	1244996511
1462004	114619242	1690837645
1462004	114619243	1042465
1462004	114619244	831056564
3059164	114619245	1180776870
1462004	114619246	1255819434
1462004	114619247	849627710
1462004	114619249	2143634
1462004	114619250	3041071
1462004	114619251	1710969
1462004	114619252	953696
1462004	114619253	840296443
1462004	114619254	13306065
1462004	114619255	825183905
1462004	114619256	13336629
1462004	114619257	1241788384
1462004	114619258	846533753
1462004	114619259	913141
3059164	114619260	1585692
1462004	114619261	2169793
1462004	114619262	12913262
1462004	114619263	435338245
1462004	114619264	1168339073
3059164	114619265	1323023
1462004	114619266	547831188
1462004	114619267	1852808
1462004	114619268	12905035
1462004	114619269	1268766058
1462004	114619270	13124500
1462004	114619271	411723733
1462004	114619272	1955283493
1462004	114619273	1409235279
1462004	114619274	1212860
1462004	114619275	1393295
1462004	114619276	13162854
1462004	114619277	937272870
1462004	114619278	1352782
1462004	114619280	1446762
1462004	114619281	1498498297
1462004	114619282	1041872
1462004	114619283	603332
3059164	114619284	895990
1462004	114619285	13158960
1462004	114619286	1945036990
1462004	114619287	810606363
1462004	114619288	1569794
1462004	114619289	1680991
1462004	114619290	1218520
1462004	114619292	2053899
1462004	114619293	1587228
1462004	114619294	714600657
1462004	114619295	13323059
1462004	114619296	1217895523
1462004	114619297	954616514
1462004	114619298	1436761
3059164	114619300	1587228
1462004	114619301	240700588
1462004	114619302	2084513578
1462004	114619303	840916
1462004	114619304	2692867
1462004	114619305	283516680
1462004	114619306	492307
1462004	114619307	492307
1462004	114619308	1483495
1462004	114619309	2328640
1462004	114619310	1489014
1462004	114619311	1489014
1462004	114619312	816350217
1462004	114619314	1337968
1462004	114619315	1695392
1462004	114619316	1344980636
1462004	114619317	1465800
1462004	114619318	1997874192
1462004	114619320	2396189
1462004	114619321	15007
3059168	115621873	1622719051
1461603	115621875	1622719051
3059167	115621877	1622719051
1461603	115621880	1622719051
3059170	115621882	1622719051
3059165	115621884	1622719051
3059164	115621886	1622719051
3059162	115621892	1622719051
1461603	115621894	1622719051
1462004	115621910	709891
3059162	115621915	1622719051
1461603	115621933	1622719051
3059162	115621935	1622719051
3059165	115621937	1797490216
3059162	114619327	2403211
1462004	114619328	765418
1462004	114619329	12985409
1462004	114619331	1818572626
1462004	114619332	1839364162
1462004	114619334	3009409
1462004	114619335	1453952
1462004	114619336	1163573
1458601	114619337	12949781
1462004	114619338	1530869
1462004	114619339	417623005
1462004	114619341	1380159
3059164	114619342	2084513578
1462004	114619343	2053899
1462004	114619344	185829873
1462004	114619346	1608611
1462004	114619347	1711044
1462004	114619348	3026988
1458601	114619349	1683996562
1462004	114619350	763356
1462004	114619352	2072921202
1462004	114619353	976968
1462004	114619354	1515662
1462004	114619356	846533697
1462004	114619357	909555
1462004	114619358	846533697
3059164	114619359	3022278
1462004	114619360	1455417
1462004	114619362	1008491577
3059162	114619363	238512436
1462004	114619365	1515662
1462004	114619366	1573186
1462004	114619367	884181843
1462004	114619369	1454654
1462004	114619370	3011188
1462004	114619371	460239
1462004	114619372	1883192
3059164	114619373	15007
1462004	114619374	12904985
1462004	114619375	168250587
1462004	114619376	1383009
3059162	114619377	13258799
3059164	114619378	1380159
1462004	114619379	798784
1462004	114619380	1552386
1462004	114619381	430561
1462004	114619382	13206377
1462004	114619383	1615901490
1462004	114619384	3039196
1462004	114619385	1842553079
1462004	114619386	1773293205
1462004	114619387	479933
1462004	114619388	3017158
1462004	114619389	1432223914
1462004	114619390	2723290
1462004	114619391	1577299
1462004	114619392	1081102
1462004	114619393	500423636
1462004	114619394	1673772
1462004	114619395	1937169
1462004	114619396	1677630650
1462004	114619397	406321
3059164	114619398	878563
1462004	114619399	13211611
1462004	114619400	870460
1462004	114619401	2073395248
1462004	114619402	1605699477
1462004	114619403	709041
1462004	114619404	2342108
3059164	114619405	1924641
1462004	114619406	3017544
1462004	114619407	2342108
1462004	114619408	405456
1462004	114619409	1089416
1462004	114619410	92401199
1462004	114619411	2082638666
1462004	114619412	1715633
1462004	114619413	1196488
1462004	114619414	883987887
1462004	114619415	1581990492
1462004	114619211	13261637
1462004	114619212	525575
1458601	114619213	557147
1462004	114619214	173597878
1462004	114619215	533869
1462004	114619216	915281296
1462004	114619217	1849498667
1462004	114619218	1875184
1462004	114619219	1514764255
1462004	114619220	1207934
1462004	114619221	1807699
1462004	114619222	1017858195
1462004	114619223	1680587115
1462004	114619224	1650670
1458601	114619225	1939675
1462004	114619226	874815283
1462004	114619227	953211440
1462004	114619229	2723290
1462004	114619230	3019666
1462004	114619231	1708044
1462004	114619423	13217548
1462004	114619424	423492012
1462004	114619425	840296221
1462004	114619426	3027254
1462004	114619427	960917569
1462004	114619428	401220
1462004	114619429	1084099
1462004	114619430	1148621003
1462004	114619431	1323791
1462004	114619432	406321
1462004	114619433	924512
1462004	114619434	1373197944
1462004	114619435	3017060
1462004	114619437	651849
1462004	114619438	1445392046
1462004	114619439	532957739
1458601	114619440	975147285
1462004	114619441	2076600981
1462004	114619442	794898201
1462004	114619443	1578601825
1462004	114619444	930988522
3059164	114619445	328196657
1462004	114619446	1972775
1462004	114619447	1972775
1462004	114619448	1629801
1462004	114619450	1244996404
3059165	115633832	719710
3059170	115633882	1832148652
1462004	115633906	1832148652
3059170	115633907	735991
1458601	115633915	1832148652
1462004	115633926	1762942350
1462004	114619574	1333084
1462004	114619576	1585383550
1462004	114619577	1582541874
1462004	114619578	1455417
3059164	114619581	935230
1462004	114619582	371043
1462004	114619584	482180
1462004	114619585	1030163
1462004	114619586	2101776
1462004	114619587	853061
1462004	114619588	949855902
1462004	114619589	816350428
1462004	114619590	1014181824
3059162	114619591	3035488
1462004	114619592	13313746
1462004	114619593	691453
1462004	114619594	1231939
3059164	114619595	980333
1462004	114619596	1076391185
1458601	114619597	1014264528
1462004	114619598	1701108358
1462004	114619599	1351514757
1462004	114619600	99936110
1462004	114619602	286177197
1462004	114619603	1379733016
3059164	114619604	13171025
1462004	114619605	2077726610
1462004	114619606	1752742361
1458601	114619607	1380159
1462004	114619609	2395668
1462004	114619610	1136345550
1462004	114619611	1142232217
1462004	114619612	563507041
1462004	114619613	1402422
