idDiffusion	idLog	idAbonne
1462004	114631858	13243194
1462004	114631860	7899510
1462004	114631861	1089031645
1462004	114631863	1810408
1462004	114631864	2026347
1462004	114631865	13101946
1462004	114631866	1643855
1462004	114631868	1927339
1462004	114631869	884181843
1462004	114631870	12922891
1462004	114631871	353314
1462004	114631872	1530782
1462004	114631873	1432856
1462004	114631874	566065
1458601	114631875	12905042
1462004	114631876	1428945545
1462004	114631877	662343
1462004	115598771	1596482
3059168	115598874	1193578555
3059170	115598992	2065975359
1462004	114641363	1262282439
1462004	114641364	434368
3059164	114641366	1323896
1462004	114641367	1045370
1462004	114641368	13272679
1462004	114641370	918566217
1462004	114641372	1592124316
1462004	114641373	2752048
3059164	114641374	12964500
3059164	114641376	1434710
1462004	114641377	1213280
1462004	114641380	13232190
1462004	114641381	3013444
1458601	114641382	1213280
1462004	114641384	13038948
3059164	114641386	1255819114
1462004	114641388	32262
1462004	114641389	13326328
1462004	114641392	1646651712
1462004	114641393	1783645104
1462004	114641395	1853020842
1462004	114641400	1386252652
1462004	114641401	2394570
3059164	114641402	559679
3059164	114641403	13293106
3059162	114641404	1947105
1462004	114641405	13356990
1462004	114641406	1869615518
1458601	114641407	12964500
1458601	114641408	1434710
1462004	114641410	966453
1462004	114641411	3038442
3059164	114641413	1386252652
1462004	114641414	3015599
1462004	114641415	1853707383
1458601	114641416	1045370
1462004	114641418	86915757
1462004	114641419	990084713
3059162	114641420	1434710
3059164	114641421	3025389
3059164	114641423	1487811
1462004	114641424	1587947
3059164	114641425	1816029
3059162	114641426	12985442
1462004	114641427	237881322
3059164	114641429	1045601
1462004	114641430	2073293027
1462004	114641431	1054348
3059162	114641432	1633405
1462004	114641433	12908433
1462004	114641434	1673848
1458601	114641435	3019862
1462004	114641436	12916073
1462004	114641438	13327074
3059164	114641439	13231794
1462004	114641440	382938
3059164	114641441	13227853
1462004	114641442	1677409992
1462004	114641443	1571429
3059164	114641444	1066873020
1462004	114641446	1016925922
1462004	114641447	1735735145
3059164	114641448	13307748
1462004	114641449	1496527
1462004	114641450	3014569
1462004	114641451	12914373
1462004	114641452	308596931
1462004	114641453	670325
1462004	114641456	559679
3059164	114641457	1969451422
1462004	114641458	709732
1462004	114641465	13330572
1462004	114641467	12954658
1462004	114641468	13025236
1462004	114641472	1010153
1462004	114641473	358317
1462004	114641474	1568481022
1462004	114641475	3005888
1462004	114641476	2051472146
1462004	114641477	13091467
1462004	114641479	671625
1462004	114641480	3020804
1462004	114641481	1962162
3059164	114641482	1708763875
3059162	114641484	1708763875
1462004	114641485	686880
3059164	114641487	1648432
3059164	114641490	2051472146
1462004	114641491	1364491
1462004	114641492	13208324
3059164	114641493	13208324
1462004	114641494	517278
1462004	114641495	1656113
3059164	114641497	1852964
1462004	114641498	784071
1462004	114641499	13029867
1462004	114641501	730557
1458601	114641502	1302668729
1462004	114641503	13010966
1462004	114641505	1886526
1458601	114641506	803370
3059165	115262468	443818
3059165	115262469	13014281
3059170	115262485	1694265446
3059165	115262487	616730
3059170	115262489	616730
1461603	115262490	616730
3059168	115262491	616730
3059168	115262492	1609105805
1461603	115262498	2741891
3059168	115262499	2741891
3059168	115262518	651849
3059167	115262524	443818
3059168	115262528	13161509
1461603	115262559	1653304691
1461603	115262561	443818
3059168	115262564	443818
3059164	115262565	1203167
3059168	115262572	1762746
3059167	115262575	1762746
3059168	115262580	1894437
3059164	115262583	1898302
3059168	115153604	412912
1461603	115153615	971212605
3059168	115153617	387915
3059165	115153618	2076901948
3059168	115153619	1404999
3059167	115153631	13290850
1461603	115153632	13290850
3059168	115153633	13290850
3059168	115153634	559758
3059168	115153635	13319151
3059165	115153652	1344980166
3059168	115153673	13310627
3059168	115153692	1897218
3059168	115153695	414974
3059168	115153696	7899140
3059168	115153704	13161991
1461603	115153722	13205921
3059167	115153723	394144145
3059170	115153724	394144145
3059168	115153725	1383197
3059165	115153726	394144145
3059164	115153727	394144145
1458601	115153728	394144145
3059162	115153729	394144145
3059167	115153732	402911358
3059164	115153738	412912
1461603	115153751	2072905631
3059168	115153758	1353512
1461603	115153765	1353512
1461603	115153793	1677161344
1461603	115153800	367847
3059167	115153803	367847
3059167	115153982	1292913097
3059167	115153983	13023895
1461603	115153984	1677278407
3059170	115153985	12952266
3059168	115153986	1701861382
3059168	115153987	1677278407
3059168	115153999	1948139189
1461603	115154001	3067957
3059168	115154008	2231419
3059168	115154013	1158627
3059162	115154014	2072915542
3059164	114669385	3031967
1458601	114669387	3031967
3059162	114669388	3031967
1462004	114669393	1755101
3059164	114669394	13048808
1462004	114669395	1180777009
1462004	114669397	3024504
1462004	114669400	1663335
1462004	114669401	12989834
3059164	114669402	1180777009
1462004	114669403	1142577004
1462004	114669404	13326328
1462004	114669405	1928786
1458601	114669406	819583
1462004	114669407	2073519807
1462004	114669410	1217895915
1462004	114669411	342664
1462004	114669413	355863
3059164	114669414	1663335
3059162	114669415	2029952726
3059164	114669417	426428763
1458601	114669419	855869697
3059162	114669422	855869697
1462004	114669423	1114033
1462004	114669424	1797070
1462004	114669425	1214680
1462004	114669426	449604
1458601	114669427	44717
1462004	114669429	852752152
1462004	114669434	819583
1462004	114669437	1354026
1458601	114669439	2029164
3059164	114669445	1217895915
1462004	114669452	1448675104
1462004	114669455	1475014918
1458601	114669456	2072919134
3059164	114669457	1673748954
1462004	114669459	1787113
1462004	114669461	751501892
1462004	114669462	461895
1462004	114669463	1235370387
3059164	114669464	13175301
3059164	114669465	13007568
1462004	114669466	13326605
3059162	114669469	13234612
1462004	114669470	3025296
3059162	114669471	2072919134
1462004	114669472	1471451
1462004	114669474	864952
3059164	114669475	13323762
1462004	114669476	1927619
1462004	114669477	797852911
1462004	114669479	959350
1458601	114669480	1685312
1458601	114669481	13234612
1462004	114669483	603664
3059164	114669484	2310628
1458601	114669485	1053701
1462004	114669486	1053701
3059164	114669487	13234612
1462004	114669488	1389304
1462004	114669489	2744686
3059164	114669490	1454047
3059164	114669491	2072922489
1462004	114669492	13253964
1462004	114669497	13234612
3059164	114669498	13341835
3059164	114669502	551522
1458601	114669506	541231
1462004	114669507	13268352
3059168	115262634	435337016
3059168	115262643	1746146765
1461603	115262657	435337016
1462004	115262658	1727547
3059167	115262661	435337016
3059167	115262665	355392
1461603	115262666	1643128726
3059165	115262668	13046109
1462004	115262676	13046109
3059167	115262677	1643128726
3059168	115262683	1372231
3059170	115262686	1643128726
3059170	115262687	1459864
1461603	115262689	1404156
3059165	115262690	1643128726
1462004	115262698	1643128726
1461603	115262707	1104918660
1461603	115262718	2741891
3059162	115262755	367042
3059168	115153571	450923
3059168	115153808	1193578533
3059168	115153821	343223
3059168	115153853	846718706
3059168	115153877	1524773533
1461603	115153878	1873945
3059165	115153880	3035555
1462004	115153881	3035555
3059168	115153882	846718706
3059167	115153883	1524773533
3059168	115153884	2074085037
3059164	115153885	3035555
3059170	115153886	1524773533
1458601	115153897	3035555
3059168	115153909	13047934
3059162	115153910	3035555
1461603	115153911	13047934
3059168	115153912	1558046
3059170	115153913	1524773533
3059168	115153918	175973518
3059168	115153927	3043813
3059168	115153936	1701861382
3059168	115153947	343223
3059168	115153968	353314
3059168	115153973	1292913097
3059168	115153974	1144359
3059165	115153975	1677278407
3059170	115153976	1677278407
3059168	115153977	13023895
1462004	115153978	906998
3059167	115153979	1677278407
3059162	114669509	423162
3059164	114669511	1873130174
1462004	114669515	709192
3059164	114669517	1575254139
1462004	114669518	2737593
1458601	114669520	643275
1462004	114669521	2065974921
3059164	114669522	1016514
1462004	114669523	3035994
1462004	114669525	3035994
3059162	114669527	2737593
1462004	114669528	13008717
1462004	114669529	44717
3059170	114779379	1941354436
3059170	114779380	1283226579
3059170	114779381	1745735309
3059170	114779382	1930534008
3059170	114779383	2386243
3059170	114779385	13004323
3059170	114779386	12993494
1462004	114779391	498883
1462004	114779393	1351515224
3059170	114779394	1292912824
3059165	114779395	13228182
3059170	114779396	1292912824
3059170	114779397	1725599931
3059170	114779398	1990759959
3059165	114779400	1934056171
3059170	114779401	1292912824
3059170	114779402	1738851800
3059170	114779403	1396042734
3059165	114779404	1812920
3059170	114779405	12914807
3059170	114779406	1595514544
3059170	114779407	1578728784
3059170	114779408	1241788222
3059170	114779409	2073291580
3059170	114779411	2073291580
3059170	114779412	1839073807
3059170	114779413	958540473
3059170	114779414	1283226946
3059170	114779415	1990759959
3059164	114779416	2647471
3059170	114779419	13313362
3059165	114779420	20019
1462004	114779421	2475330
3059165	114779422	1865249
3059170	114779423	13107805
3059170	114779424	1934056171
3059170	114779425	1073240033
3059170	114779426	1800962134
3059170	114779428	1780194979
3059170	114779430	2034247315
3059170	114779431	13237397
3059170	114779432	16017375
3059170	114779433	1049486966
3059170	114779435	1396043198
3059165	114779438	690099203
3059170	114779440	647424959
3059170	114779442	12942350
3059170	114779443	2051472137
3059170	114779446	14664
1462004	114779447	479807265
3059165	114779449	1323023
3059170	114779450	1910563
3059170	114779454	13316905
3059170	114779458	12990508
3059170	114779459	1442519002
3059170	114779463	760771465
3059170	114779465	215332287
1462004	114631808	1677164467
3059165	114779470	1435523936
3059170	114779475	1322725085
3059170	114779477	13036434
3059170	114779483	1800962403
3059170	114779484	986949379
3059170	114779485	13005444
3059170	114779486	620152271
3059165	114779487	1296634857
3059170	114779488	1916495658
3059170	114779489	13107661
3059170	114779490	30986
3059164	114779492	1435523936
3059170	114779493	2384522
3059170	114779494	1821722451
1461603	115013247	1828673205
3059164	115013249	13306417
1461603	115013250	1561727839
3059170	115013263	726928
1461603	115013264	1694265424
3059167	115013265	726928
1461603	115013266	1660109451
1461603	115013267	726928
1461603	115013268	1666927206
3059165	115013269	1432223762
1461603	115013270	1622718979
1461603	115013271	1632940922
1461603	115013272	1028425
3059167	115013273	13183133
3059167	115013274	12952166
1461603	115013275	1863286397
1461603	115013276	1299499
1461603	115013277	2051473316
1461603	115013278	1777928
1461603	115013280	13162954
1461603	115013282	3027993
1461603	115013283	1201788695
1461603	115013284	491911
3059170	115013286	1956208
1461603	115013293	2105770928
3059167	115013297	12934985
1461603	115013299	1814388
1461603	115013304	3010795
3059164	115013307	1632940934
1461603	115013311	3043750
1461603	115013313	2549280
1461603	115013314	3041942
1458601	115013316	1632940934
3059164	115013317	2151564
1461603	115013318	1853019837
1461603	115013319	635783
3059167	115013320	3041942
3059170	115013321	388337084
1461603	115013322	1595515624
3059167	115013323	2549280
1461603	115013324	13119338
1461603	115013327	1083824
3059167	115013328	1595515624
1461603	115013330	751456
1461603	115013331	1582659340
3059168	115179094	1338452856
3059170	115179097	507289
3059168	115179109	368277511
3059168	115179110	13268472
3059168	115179117	13206966
3059165	115179123	3023600
1461603	115179124	727449
1461603	115179129	1842552895
3059167	115179133	1780784867
3059162	114409069	1063553
3059162	114429565	13017580
3059162	114429574	924700680
3059162	114429584	2073291261
3059162	114429585	12944042
3059162	114429588	410829
3059162	114429589	2138692
3059162	114429598	1047040
3059162	114429599	13123718
3059162	114429600	13333714
3059162	114429601	13036964
3059162	114429603	426428708
3059162	114429614	1628589
3059162	114429620	362935
3059162	114429626	1056419030
3059162	114429628	895990
3059162	114429635	3014405
3059162	114429642	3006154
3059162	114429647	3020240
3059162	114429649	1448815434
3059162	114429652	12882190
3059162	114429653	2128673
3059162	114429654	13237590
3059162	114429657	1415779682
3059162	114429660	1364596224
3059162	114429662	2055484530
3059162	114429667	12905790
3059162	114429668	1447208
3059162	114429669	1578602332
3059162	114429672	3008070
3059162	114429676	895990
3059162	114429678	13168684
3059162	114429680	1514764281
3059162	114429685	1360701
3059162	114429687	1501454831
3059162	114429688	895990
3059162	114429690	1761963
3059162	114429693	1204987571
3059162	114429694	1265412
3059162	114429695	1771601
3059162	114429696	3014065
3059162	114429697	1151827357
3059162	114429698	1870125460
3059162	114429699	12887155
3059162	114429700	13221698
3059162	114429701	1941117
3059162	114429702	1687416760
3059162	114429704	1687416760
3059162	114429706	1528101984
3059162	114429707	1687416760
3059162	114429708	3012461
3059162	114429709	1687416760
3059162	114429711	1687416760
3059162	114429713	1335925886
3059162	114429718	1727806
1461603	115013213	545566
3059165	115013214	3028040
1461603	115013215	1807566
1462004	115013221	3028040
1461603	115013222	796640
1461603	115013223	983450
3059170	115013225	1956208
1461603	115013226	1629636258
1458601	115013227	12917112
1461603	115013228	12952166
1461603	115013229	12952166
1461603	115013230	1828673205
1461603	115013231	966032920
1461603	115013232	1079541
1461603	115013233	1548443929
1461603	115013236	12952166
3059164	115013238	3028040
1461603	115013242	1660109451
1461603	115013243	1177516532
3059167	115013245	1177516532
3059170	115013376	1034108750
1461603	115013378	646088
1461603	115013379	1312450422
1461603	115013381	473645
1461603	115013382	433089
1461603	115013387	1677161862
1461603	115013391	12955603
3059167	115013394	1972314
1461603	115013395	1645770
1461603	115013396	12981152
3059167	115013397	1636557098
1461603	115013398	1636557098
1461603	115013399	1076992704
1461603	115013400	340430
1461603	115013401	13030456
1461603	115013405	1643128555
1461603	115013406	568395
1461603	115013407	1085876794
1461603	115013416	758497
3059167	115013417	2356792
1461603	115013419	1673749539
1461603	115013422	2961674
3059167	115013423	2961674
3059167	115013424	1984613
1458601	115152369	2073740409
3059168	115152371	1257975
3059168	115152387	1208950428
3059165	115152415	791634757
1462004	115152416	791634757
1458601	115168419	1984150819
3059168	115179021	1780194477
3059168	115179024	752934
3059165	115179025	2074114441
3059170	115179029	2074114441
3059167	115179031	2074114441
3059168	115179033	2074114441
1461603	115179034	2074114441
1458601	115179046	522130
3059168	115179050	752934
3059168	115179051	2294673
3059168	115179052	1244997722
3059168	115179054	752934
1461603	115179060	12917344
1458601	115179078	887122
3059168	115179085	1646532132
1461603	115179086	1646532132
3059168	115179089	2009982
3059162	114429720	1085506
3059162	114429722	2112983146
3059162	114429723	3016800
3059162	114429725	3016800
3059162	114429726	1609573
3059162	114429728	1599324
3059162	114429729	574058
3059162	114429730	13006272
3059162	114429731	1669306
3059162	114429732	12998663
3059170	115599270	1193578555
3059170	115138607	888868
3059165	115138608	888868
3059168	115138609	13327317
3059168	115138614	13210147
1462004	115138616	888868
3059168	115138619	3013522
3059168	115138634	12975681
3059168	115138635	1643129515
3059168	115138636	940996446
1461603	115138639	1643129515
3059168	115138640	13186403
3059167	115138644	12883592
3059168	115138650	1531067
3059164	115138654	12886437
3059168	115138656	1868984
3059168	115138670	13061645
3059168	115138690	17847
3059168	115138700	1721682888
3059167	115138701	1654453
3059170	115138702	1654453
3059168	115138703	1078200
3059168	115138704	1649749
1461603	115138705	1649749
3059168	115138706	1728548711
3059167	115138707	1335977438
3059167	115138708	808418
3059168	115138710	12910616
3059165	115138711	1654453
1462004	115138712	1654453
1461603	115138713	12910616
3059167	115138714	1649749
3059168	115138715	13269327
3059167	115138716	12910616
3059170	115138717	12910616
3059165	115138718	12910616
3059168	115138719	386635
1461603	115138720	1619309893
3059164	115138721	12910616
1461603	115138722	1721682888
3059168	115138723	956164094
3059164	115138724	1654453
1458601	115138725	1654453
1461603	115138726	1078200
3059162	115138727	1654453
3059167	115138728	1738302
3059168	115138729	3018983
3059167	115138730	386635
3059170	115138732	2163171
3059165	115138735	12883592
1461603	115138741	2225034
3059165	115138745	2163171
3059168	115138746	2073392590
3059168	115138748	975048281
3059168	115138749	626879
3059167	115138750	717611
3059168	115138754	1114481574
1461603	115138755	2095006243
3059168	115138756	828621391
3059167	115138758	2095006243
3059170	115138764	717611
3059170	115138765	1956208
3059170	115138766	468686
3059168	115138767	1955279526
3059168	115138768	2026602721
3059168	115138855	1028425
3059168	115138857	1680279
3059168	115138867	13184498
3059168	115138868	13268290
3059168	115138869	485949
3059168	115138877	991073
3059170	115138880	1244996507
3059165	115138881	1244996507
3059162	115138882	1724801
3059164	115138883	1244996507
3059168	115138893	689636
3059168	115138904	13327317
3059168	115138916	3021248
3059168	115138917	1575253127
1461603	115138918	689636
3059168	115138919	1244996916
1461603	115138920	2368298
1461603	115599572	450674
3059170	115599639	13324629
1461603	115599767	12968244
1461603	115599933	1751079
3059167	115599942	1751079
3059165	115599945	1751079
3059164	115599950	1751079
1458601	115599951	1902486509
1458601	115599954	1751079
3059162	114429900	13101946
3059162	114429902	1255819820
3059162	114429904	1677164867
3059162	114429905	585173
3059162	114430028	12913974
1461603	115013354	1257704
3059167	115013357	1695348
1461603	115013361	13301607
3059167	115013362	796640
1461603	115013363	3031987
1461603	115013365	12937285
1461603	115013366	1412470204
1461603	115013367	2227134
1461603	115013368	998263
3059162	115013369	1632940934
1461603	115013371	12902698
1461603	115013372	417141
3059167	115013373	1034108750
1461603	115013374	983867429
3059170	114779497	1236082339
3059165	114779498	592961579
3059170	114779499	10396
3059170	114779500	12954180
3059162	114779501	2029951661
3059168	115138786	13301607
3059168	115138788	989995
3059168	115138798	1839073323
3059168	115138815	13177474
1461603	115138816	1273451690
3059162	114430031	13319510
3059162	114430035	1776755992
3059162	114430041	1586721
3059162	114430043	1749428630
3059162	114430054	930988161
3059162	114430055	1725974
3059162	114430177	13324600
3059162	114430179	1955277268
3059162	114430180	1577928
3059162	114430182	1595515682
3059162	114430187	1459227689
3059162	114430195	13236672
1458601	114448450	1677559625
1458601	114448451	13321723
1458601	114448452	13032460
1458601	114448453	12881280
1458601	114448454	1725118604
1458601	114448455	1548223316
1458601	114448456	1221095845
1458601	114448458	369887
1458601	114448460	2130159741
1458601	114448461	2066370977
1458601	114448462	1725118558
1458601	114448463	607859
1458601	114448464	13065730
1458601	114448465	2026365832
1458601	114448468	1776756241
1458601	114448469	13267563
1458601	114448470	190769654
1458601	114448512	13327003
1458601	114448514	607859
1458601	114448515	2545516
1458601	114448516	13146539
3059162	114448517	1656703401
1458601	114448518	374361
1458601	114448519	13041666
3059162	114448520	1389514849
1458601	114448521	2649214
1458601	114448522	13336713
1458601	114448523	1501455532
1458601	114448524	2860247
1458601	114448525	743264
1458601	114448526	1351514757
1458601	114448527	529985053
1458601	114448528	13298383
1458601	114448530	13136676
1458601	114448531	629781
3059162	114448533	475273
1458601	114448534	13120841
3059162	114448536	13120841
1458601	114448537	1821722745
1458601	114448538	402552
3059162	114448540	1955279434
1458601	114448543	2072922459
1458601	114448544	2563701
3059170	115600062	1935414
3059168	115600100	902112
1461603	115600106	902112
3059167	115600125	1193578555
3059165	115600154	1193578555
1458601	115600160	878031
1462004	115600162	1193578555
3059167	115601194	13248208
3059170	115601252	1193578994
3059168	115602442	1610409
3059167	115602591	1547412
3059168	115603772	13346242
3059165	115603802	13106126
1461603	115603825	1262923
3059170	115603830	1367869343
1461603	115168425	597320
3059168	115168438	1024212071
3059168	115168448	1442717503
3059168	115168453	597320
3059168	115168454	13170471
1461603	115168457	1024212071
3059168	115168464	1619310233
1461603	115168467	1619310233
3059170	115168470	1052634982
3059170	115168475	713536
3059168	115168477	931573055
3059168	115168482	1358057152
3059168	115168487	597320
1461603	115168497	1442717503
1461603	115168502	1358057152
3059168	115168504	1889141
3059167	115168505	1619310233
3059167	115168507	1024212071
3059168	115168509	1104919271
3059167	115168510	1358057152
3059170	115168513	1358057152
1461603	115168519	1889141
3059168	115168520	13331568
3059168	115168523	1358057152
3059170	115168524	1024212071
3059168	115168525	561135
3059170	115168529	1024212071
3059168	115168539	1358057152
3059168	115168543	1358057152
3059168	115168545	365425
3059162	115168547	1592123858
3059168	115168548	869947
3059168	115168555	907174
3059168	115168564	1842413
1461603	115168580	1842413
3059168	115168582	874591936
1461603	115168589	1660969
3059167	115138818	714600727
3059168	115138820	1535576528
1461603	115138821	1535576528
3059168	115138822	13023433
3059168	115138846	1293723
3059168	115138847	13192499
3059168	115138848	13293106
3059168	115138849	12988806
3059164	115138850	521257
3059167	115138851	13293106
3059165	114779479	498883
3059170	114779480	1302668525
1458601	114448475	1409162131
1458601	114448479	2074029119
1458601	114448480	1494821123
1458601	114448481	13007177
1458601	114448482	13065730
1458601	114448484	734449
1458601	114448486	2268875
3059168	115168605	921033
3059168	115168607	3035876
3059168	115168608	1349028
3059165	115168610	541963
3059168	115168612	1635548
3059168	115168613	2703820
3059167	115168615	3023600
1461603	115168617	341123
3059168	115605688	1669306
1461603	115605689	1669306
3059168	115606245	2861188
3059164	115600231	1193578555
3059168	115600237	998727646
1461603	115600244	998727646
3059162	115600247	13093001
3059170	115600276	998727646
3059165	115600280	998727646
3059168	115600297	2405142
3059170	115600437	846533868
3059168	115600556	3008643
3059168	115600584	807617192
3059162	114448498	35703
1458601	114448501	432003
1458601	114448502	1821722745
3059162	114448503	418718
1458601	114448505	13343523
1458601	114448506	13003348
1458601	114448509	803112
3059162	114448510	1988127
1458601	114448489	191050169
3059162	114448490	12970692
3059162	114448494	13333578
1458601	114448495	536892278
1458601	114448496	13270459
3059168	115600769	2590135
1461603	115600774	2590135
3059167	115600954	13336679
1461603	115600994	1770556
3059162	114432191	971805387
3059162	114432363	2079164165
3059162	114432365	1246155
3059162	114432366	1538121668
3059162	114432513	23450
3059162	114432516	1312465
3059162	114432517	2051678107
3059162	114432519	1863310
1458601	114448546	2073290754
1458601	114448547	403410
1458601	114448548	12975960
1458601	114448549	672036
1458601	114448550	3034763
1458601	114448551	13324091
1458601	114448552	13043934
3059162	114448553	1101731036
1458601	114448555	507672
1458601	114448561	13138169
3059162	114448564	994843
1458601	114448566	1364595134
1458601	114448567	2771692
1458601	114448570	13324091
1458601	114448572	708222
1458601	114448573	13343525
3059162	114448574	1891741
3059162	114448575	1230907
1458601	114448576	567826
1458601	114448577	1484911817
1458601	114448579	1787493351
1458601	114448580	1008206297
1458601	114448581	1292912607
1458601	114448582	2034041056
1458601	114448583	13138169
1458601	114448585	13031493
3059162	114448586	1491832
1458601	114448587	1677247220
3059162	114448589	1955281753
1458601	114461525	5221465
1458601	114461530	1196613
1458601	114461531	398279
1458601	114461532	13178246
1458601	114461533	2101216
3059162	114461534	1547170
1458601	114461535	374738
1458601	114461536	13344492
1458601	114461537	1586764
1458601	114461539	2073455870
1458601	114461540	3016453
1458601	114461542	1296140640
3059162	114461549	421457
3059162	114461550	1751533
3059162	114461551	13178246
3059162	114461552	544842183
1458601	114461553	1930534279
1458601	114461554	346057
1458601	114461556	928057
1458601	114461557	2140312391
1458601	114461558	1681112
1458601	114461559	1988550
1458601	114461561	1594447
1458601	114461572	1585608078
1458601	114461573	1764501
1458601	114461574	3032220
3059162	114461575	3007768
1458601	114461576	13325014
1458601	114461577	1769835330
1458601	114461578	903599
1458601	114461579	2359705
1458601	114461580	943854981
1458601	114461581	3025358
1458601	114461582	1062546
1458601	114461583	1752966
1458601	114461585	993206010
3059162	114461591	2226336
1458601	114461592	827390
1458601	114461594	990084987
3059168	115168432	1213318
1458601	114461545	1595516199
1458601	114461546	1287277
1458601	114461565	2316309
1458601	114461566	1830513
1458601	114461568	13302328
1458601	114461569	1828595
1458601	114461570	25038
3059162	114409078	1006653
3059162	114409080	1582656
3059162	114409081	518634
3059162	114409082	833879
3059162	114409086	1988034
3059162	114409087	1799300
3059162	114409088	724179
3059162	114409089	909609
3059162	114409091	1800962602
3059162	114409099	1550014
3059162	114409101	1313605
3059162	114409102	13067185
3059162	114409103	13228306
3059162	114409105	834305
3059162	114409106	1481612572
3059162	114409109	13281711
3059162	114409110	12916229
3059162	114409112	13148018
3059162	114409114	1228907951
3059162	114409116	3010549
3059162	114409118	334976
3059162	114409121	43351
3059162	114409123	909753
3059162	114409124	13050120
3059162	114409125	1171058045
3059162	114409126	977287
3059162	114409127	1438818625
3059162	114409128	13161739
3059162	114409129	1119623
3059162	114461597	1752921
3059164	115601088	1241787894
3059168	115603955	423400
3059162	114409072	1725118436
3059162	114409073	1656703870
3059162	114409074	450097965
1458601	114461563	1021760
3059162	114409132	1601261
3059162	114409135	3027862
3059162	114409137	12996602
3059162	114409139	1978669
3059162	114409141	704123
3059162	114409143	1612551528
3059162	114409144	21852
3059162	114409145	1087964
3059162	114409146	1008206604
3059162	114409148	13228663
3059162	114409155	1174287745
3059162	114409156	557468
3059162	114409158	1384738
3059162	114409159	1977273626
3059162	114409161	13158575
3059162	114409162	13267169
3059162	114409163	883988559
3059162	114409166	1778409
3059162	114409175	2120186125
3059162	114409176	3036944
3059162	114409177	635185
1461603	115604016	423400
3059170	115604103	1518452887
3059168	115604105	647215
3059168	115604150	647215
1462004	114622896	1263074
1462004	114622897	1480312
1462004	114622898	12921446
1462004	114622901	13204138
1462004	114622902	1430050
1462004	114622903	13278467
1462004	114622904	13156891
1462004	114622906	1439579
1462004	114622908	1966133
1462004	114622909	3031051
3059164	114622910	1430050
1462004	114622911	1925235
1462004	114622912	3030847
1462004	114622914	81866044
1462004	114622915	1731648
3059164	114622917	1531085
1462004	114622922	813921
1462004	114622923	13204924
1458601	114622924	1531085
1462004	114622925	568823105
1462004	114622926	1428945122
1462004	114622927	841815
1462004	114622929	1974102
1462004	114622930	89801118
1462004	114622932	369618
1462004	114622934	1605718
3059162	114622935	1531085
1462004	114622937	13083424
1462004	114622938	1623922
1462004	114622942	1332115954
1462004	114622943	439692
3059164	114622944	1753311668
1462004	114622945	496329
1462004	114622946	1232135694
3059162	114622947	2019237128
1462004	114622948	352383
1462004	114622949	1189831
1462004	114622950	1435524606
1462004	114622952	13335121
1462004	114622953	617104683
1462004	114622954	2124497
1462004	114622955	1668586
1462004	114622956	766508
1462004	114622957	1386849
1462004	114622958	12976018
1462004	114622959	693237
1462004	114622960	1494820759
3059164	114622961	1800962334
1462004	114622962	13258996
1462004	114622963	1309767
1462004	114622964	1849498590
3059164	114622976	1432933
1462004	114622977	799214
1462004	114622978	1177517124
1462004	114622979	13318067
1462004	114622980	3036493
1462004	114622981	2626149
1462004	114622982	2218282
1462004	114622983	2705766
1462004	114622984	12948162
1462004	114622985	2927665
1462004	114622986	13168523
1462004	114622987	3027919
1462004	114622989	1460845
1462004	114622990	1013774343
1462004	114622991	12984129
1462004	114622992	1999034
1462004	114622993	1108703
1462004	114623012	1738176
1462004	114623013	2247266
1462004	114623014	943550730
1462004	114623015	1776755730
3059164	114623016	328196407
1458601	114623017	2140103355
1462004	114623018	1158356558
1462004	114623019	13706
3059164	115604402	263119976
1462004	115604498	392126
3059165	115604502	392126
3059170	115604544	392126
3059167	115604550	392126
1461603	115604554	392126
3059168	115604558	392126
3059162	114386117	655298
3059162	114386119	13122607
3059162	114386121	13052692
3059162	114386122	1622810
3059162	114409178	2439419
3059162	114409179	1478311693
3059162	114409180	1455078
3059162	114409182	767831
3059162	114429737	1636641702
3059162	114429738	1882283179
3059162	114429739	1643439186
3059162	114429740	1013774367
3059162	114429745	1677953241
3059162	114429747	595979404
3059162	114429748	1419466446
3059162	114429749	1225870
3059162	114429750	12885422
3059162	114429751	2256731
3059162	114429758	1691658
3059162	114429759	13265009
3059162	114429761	1514764546
3059162	114429767	1773294466
3059162	114429769	1155030383
3059162	114429773	759169
3059162	114429774	3041631
3059162	114429776	13238886
3059162	114429777	1501353
3059162	114429778	13029154
3059162	114429781	956165
3059162	114429787	1312450491
3059162	114429790	1008755
3059162	114429795	1692737
3059162	114429798	1103211
3059162	114429802	2130945
3059162	114429806	1529916
3059162	114429809	1631482
3059162	114429814	1435524567
3059162	114429816	1217895388
3059162	114429817	1334064
3059162	114429821	1973013552
3059162	114429823	1465820597
3059162	114429828	12913974
3059162	114429833	12968069
3059162	114429845	1659134
3059162	114429848	1800314
1462004	114622967	773105590
1462004	114622969	983124
1462004	114622971	784071
1462004	114622972	394143769
3059164	114622973	714413
1462004	114622974	13217537
1462004	114622995	841684
1462004	114622997	12969853
1462004	114622998	1678553
1462004	114622999	3031039
3059162	114429854	13256576
3059162	114429855	13013785
3059162	114429858	1204987799
3059162	114429859	2072907002
3059162	114429869	3024381
3059162	114429875	1663475
3059162	114429880	640429
3059162	114429883	362405
3059162	114429888	1312795744
3059162	114429890	1580026
3059162	114429893	12993365
